CustomerID,SeniorCitizen,Partner,Tenure,Contract,InternetService,TechSupport,MonthlyCharges,TotalCharges,SupportTickets,PaymentMethod,PaperlessBilling,Churn
US-1293,0,No,46,Month-to-month,DSL,No,56.31,2576.09,1,Credit card,No,0
US-1294,1,No,47,Month-to-month,DSL,No,73.95,3445.85,3,Credit card,Yes,1
US-1295,0,Yes,15,Month-to-month,Fiber optic,Yes,82.31,1225.47,0,Electronic check,Yes,1
US-1296,0,Yes,19,Month-to-month,DSL,No,56.99,1061.92,1,Electronic check,Yes,1
US-1297,0,Yes,26,Month-to-month,Fiber optic,No,114.23,2960.91,0,Bank transfer,Yes,1
US-1298,0,No,52,Month-to-month,No,No,24.44,1271.5,2,Electronic check,No,1
US-1299,1,No,22,Month-to-month,DSL,No,60.08,1333.83,0,Electronic check,Yes,0
US-1300,1,Yes,21,One year,Fiber optic,No,81.6,1710.98,0,Electronic check,Yes,1
US-1301,0,No,51,Two year,Fiber optic,No,101.56,5179.94,1,Electronic check,No,0
US-1302,0,Yes,38,Two year,No,No,18.17,681.74,0,Electronic check,Yes,0
US-1303,0,No,20,Month-to-month,Fiber optic,No,72.23,1421.92,6,Electronic check,No,1
US-1304,0,No,29,One year,Fiber optic,Yes,96.97,2784.43,0,Electronic check,Yes,0
US-1305,0,No,51,Two year,No,No,22.1,1121.63,1,Credit card,Yes,0
US-1306,0,No,4,Month-to-month,Fiber optic,No,112.9,452.87,2,Electronic check,Yes,1
US-1307,0,No,55,Month-to-month,No,No,28.84,1579.62,1,Bank transfer,Yes,1
US-1308,0,Yes,71,Two year,DSL,No,66.41,4687.97,0,Electronic check,Yes,0
US-1309,0,No,28,Month-to-month,No,No,27.82,781.98,0,Bank transfer,Yes,0
US-1310,0,Yes,4,Month-to-month,Fiber optic,No,100.03,424.56,1,Electronic check,Yes,1
US-1311,1,No,22,Month-to-month,Fiber optic,Yes,75.65,1662.58,2,Bank transfer,Yes,1
US-1312,1,No,45,Month-to-month,DSL,No,67.97,3049.96,4,Electronic check,Yes,1
US-1313,0,No,67,Two year,Fiber optic,Yes,79.46,5322.91,2,Credit card,Yes,0
US-1314,0,No,66,One year,DSL,No,54.7,3593.63,0,Electronic check,Yes,0
US-1315,0,No,34,Month-to-month,No,No,27.83,928.69,6,Electronic check,No,1
US-1316,0,No,55,Month-to-month,No,No,24.44,1350.97,0,Credit card,Yes,1
US-1317,1,No,1,One year,DSL,Yes,70.8,85.65,0,Mailed check,Yes,0
US-1318,1,Yes,72,One year,No,No,20.56,1478.11,4,Electronic check,No,1
US-1319,0,Yes,38,Month-to-month,Fiber optic,Yes,97.35,3669.69,4,Credit card,Yes,0
US-1320,0,Yes,6,Two year,Fiber optic,No,73.77,447.92,1,Electronic check,No,0
US-1321,0,Yes,25,Month-to-month,Fiber optic,Yes,98.94,2504.51,0,Electronic check,No,1
US-1322,0,No,17,Month-to-month,DSL,No,67.88,1150.3,4,Credit card,Yes,1
US-1323,0,Yes,61,One year,DSL,No,62.55,3812.88,1,Electronic check,Yes,1
US-1324,0,No,12,Month-to-month,DSL,No,52.99,622.79,2,Credit card,No,1
US-1325,0,Yes,6,Two year,No,No,18.38,117.5,0,Electronic check,Yes,0
US-1326,0,Yes,27,One year,DSL,Yes,48.58,1301.6,0,Bank transfer,No,0
US-1327,0,No,8,Two year,No,No,25.47,219.08,1,Mailed check,Yes,0
US-1328,0,No,65,Month-to-month,DSL,Yes,73.03,4737.09,2,Credit card,Yes,0
US-1329,0,No,57,Month-to-month,Fiber optic,No,79.29,4524.66,3,Mailed check,Yes,1
US-1330,0,No,40,Month-to-month,Fiber optic,No,103.08,4122.5,3,Electronic check,Yes,1
US-1331,0,No,14,Month-to-month,No,No,28.4,420.93,3,Bank transfer,Yes,1
US-1332,1,Yes,35,One year,DSL,No,60.63,2128.19,0,Electronic check,No,0
US-1333,1,No,48,Two year,Fiber optic,No,100.12,4826.57,1,Bank transfer,No,0
US-1334,1,No,56,One year,Fiber optic,Yes,106.68,5975.71,0,Credit card,No,0
US-1335,1,No,49,Two year,DSL,No,52.82,2585.62,1,Mailed check,Yes,0
US-1336,0,Yes,13,One year,DSL,No,53.91,700.26,0,Bank transfer,No,0
US-1337,0,No,61,Month-to-month,Fiber optic,Yes,70.03,4260.26,0,Electronic check,No,0
US-1338,0,Yes,49,Month-to-month,Fiber optic,Yes,113.34,5561.64,3,Mailed check,No,1
US-1339,1,Yes,46,One year,Fiber optic,No,111.29,5108.98,0,Electronic check,Yes,1
US-1340,0,Yes,62,Month-to-month,Fiber optic,Yes,104.41,6475.11,2,Bank transfer,No,1
US-1341,0,No,8,Month-to-month,Fiber optic,Yes,73.56,601.31,0,Electronic check,Yes,1
US-1342,1,No,43,Month-to-month,Fiber optic,No,90.14,3899.77,2,Bank transfer,Yes,0
US-1343,0,No,20,Two year,Fiber optic,Yes,74.59,1494.24,1,Electronic check,No,0
US-1344,0,No,39,Month-to-month,No,No,18.19,722.33,1,Bank transfer,Yes,0
US-1345,0,Yes,49,Two year,Fiber optic,Yes,97.73,4799.9,0,Electronic check,Yes,0
US-1346,0,Yes,64,Two year,Fiber optic,No,113.24,7241.62,0,Credit card,No,0
US-1347,1,Yes,62,Month-to-month,DSL,No,72.09,4501.2,1,Electronic check,Yes,0
US-1348,0,No,54,Month-to-month,Fiber optic,No,101.35,5464.26,1,Mailed check,No,1
US-1349,0,Yes,9,Month-to-month,DSL,No,47.9,432.46,3,Electronic check,No,1
US-1350,0,No,37,One year,Fiber optic,No,82.34,3068.39,1,Bank transfer,Yes,0
US-1351,0,No,49,One year,Fiber optic,No,84.4,4157.04,1,Electronic check,Yes,0
US-1352,0,Yes,41,Two year,No,No,27.16,1113.77,0,Bank transfer,No,0
US-1353,1,No,17,One year,DSL,Yes,69.07,1189.05,1,Electronic check,Yes,0
US-1354,1,No,21,Month-to-month,Fiber optic,No,87.33,1830.57,1,Bank transfer,No,0
US-1355,0,No,51,Month-to-month,Fiber optic,No,88.8,4521.47,3,Electronic check,No,0
US-1356,1,No,59,One year,DSL,Yes,46.34,2715.87,0,Electronic check,Yes,0
US-1357,0,Yes,39,Month-to-month,DSL,Yes,53.67,2103.99,0,Mailed check,Yes,0
US-1358,0,Yes,55,Month-to-month,DSL,No,58.54,3232.14,2,Electronic check,No,0
US-1359,0,No,41,Month-to-month,DSL,Yes,48.51,1980.39,0,Electronic check,Yes,0
US-1360,0,No,39,Month-to-month,DSL,Yes,58.6,2289.42,1,Credit card,Yes,0
US-1361,0,Yes,13,Month-to-month,DSL,No,70.6,957.56,0,Credit card,No,1
US-1362,0,No,64,Month-to-month,DSL,No,62.44,4013.36,2,Bank transfer,No,0
US-1363,0,No,11,Month-to-month,Fiber optic,No,73.55,795.53,2,Electronic check,No,1
US-1364,0,No,19,Month-to-month,Fiber optic,Yes,78.63,1508.99,2,Electronic check,Yes,1
US-1365,0,Yes,11,One year,No,No,23.69,247.14,1,Bank transfer,No,0
US-1366,0,No,46,Two year,Fiber optic,Yes,86.27,3924.99,0,Electronic check,No,0
US-1367,0,No,45,Month-to-month,Fiber optic,No,86.14,3875.99,2,Credit card,No,1
US-1368,1,Yes,1,Two year,No,No,24.35,47.8,1,Electronic check,No,1
US-1369,1,Yes,40,Month-to-month,Fiber optic,No,96.3,3872.96,3,Credit card,Yes,0
US-1370,1,No,19,Month-to-month,Fiber optic,Yes,105.86,2017.0,2,Mailed check,No,1
US-1371,1,Yes,72,Two year,Fiber optic,No,85.34,6136.35,0,Bank transfer,No,0
US-1372,1,No,72,One year,DSL,Yes,69.16,4986.82,0,Electronic check,Yes,0
US-1373,0,No,61,Two year,DSL,No,55.16,3360.72,0,Credit card,Yes,0
US-1374,1,Yes,12,Month-to-month,Fiber optic,No,72.49,862.18,0,Electronic check,No,1
US-1375,0,No,61,Month-to-month,Fiber optic,No,94.94,5807.27,1,Bank transfer,Yes,1
US-1376,0,Yes,33,Two year,DSL,No,62.64,2059.23,3,Credit card,Yes,0
US-1377,1,No,45,Month-to-month,No,No,29.21,1331.36,2,Electronic check,Yes,0
US-1378,0,Yes,69,Month-to-month,Fiber optic,Yes,102.67,7075.35,3,Mailed check,Yes,0
US-1379,0,No,8,One year,Fiber optic,No,111.3,921.28,1,Mailed check,Yes,1
US-1380,1,Yes,25,Two year,No,No,28.9,697.89,1,Electronic check,Yes,1
US-1381,0,Yes,46,Two year,Fiber optic,No,97.21,4457.31,5,Mailed check,No,0
US-1382,0,No,30,Month-to-month,No,No,24.33,727.57,4,Electronic check,No,1
US-1383,0,Yes,47,Two year,Fiber optic,Yes,95.08,4439.0,0,Electronic check,No,1
US-1384,0,No,49,Month-to-month,DSL,No,74.35,3604.59,2,Bank transfer,Yes,0
US-1385,0,Yes,47,Month-to-month,Fiber optic,Yes,104.79,4895.5,2,Bank transfer,No,0
US-1386,0,No,18,One year,Fiber optic,No,74.78,1341.66,5,Electronic check,No,1
US-1387,1,Yes,66,Month-to-month,Fiber optic,No,105.03,6927.98,0,Credit card,No,0
US-1388,0,No,68,Month-to-month,No,No,20.05,1368.39,0,Credit card,Yes,0
US-1389,0,No,33,One year,Fiber optic,No,90.13,2971.33,1,Mailed check,Yes,0
US-1390,0,Yes,36,Month-to-month,Fiber optic,Yes,79.47,2865.41,0,Mailed check,No,0
US-1391,0,Yes,19,Month-to-month,No,No,26.27,492.38,1,Electronic check,No,1
US-1392,0,Yes,28,Month-to-month,Fiber optic,No,109.48,3076.16,3,Bank transfer,No,1
US-1393,0,No,40,Month-to-month,Fiber optic,No,83.07,3331.71,0,Bank transfer,Yes,0
US-1394,0,Yes,15,Month-to-month,No,No,18.98,279.8,3,Electronic check,Yes,1
US-1395,0,No,41,Two year,DSL,No,53.95,2219.95,1,Bank transfer,No,0
US-1396,0,Yes,39,Two year,Fiber optic,Yes,100.26,3907.28,0,Electronic check,Yes,0
US-1397,0,Yes,2,Month-to-month,No,No,21.95,21.07,3,Electronic check,No,1
US-1398,0,No,63,Two year,Fiber optic,No,82.52,5212.33,0,Bank transfer,No,0
US-1399,0,No,29,Month-to-month,Fiber optic,No,78.3,2257.1,1,Bank transfer,No,1
US-1400,1,Yes,66,Month-to-month,Fiber optic,Yes,92.39,6111.15,0,Mailed check,Yes,0
US-1401,0,Yes,51,Two year,Fiber optic,Yes,82.42,4208.28,1,Mailed check,Yes,0
US-1402,0,Yes,10,Month-to-month,No,No,26.77,266.43,3,Credit card,No,1
US-1403,0,No,14,Two year,DSL,No,47.3,634.05,1,Mailed check,No,0
US-1404,0,No,51,Month-to-month,DSL,No,64.92,3334.02,5,Bank transfer,Yes,1
US-1405,0,No,39,Two year,DSL,Yes,52.13,2027.62,0,Electronic check,Yes,0
US-1406,0,No,28,Month-to-month,Fiber optic,Yes,92.02,2586.08,2,Electronic check,Yes,0
US-1407,1,No,3,Month-to-month,Fiber optic,Yes,82.87,246.9,2,Electronic check,No,1
US-1408,0,No,70,Month-to-month,No,No,26.67,1862.83,1,Mailed check,No,0
US-1409,1,No,27,One year,Fiber optic,No,112.54,3041.47,1,Bank transfer,No,0
US-1410,0,Yes,2,Month-to-month,Fiber optic,No,111.27,222.94,4,Electronic check,Yes,1
US-1411,0,Yes,38,Two year,DSL,No,62.5,2371.0,1,Electronic check,No,0
US-1412,0,Yes,3,Month-to-month,Fiber optic,No,90.82,271.63,1,Electronic check,Yes,1
US-1413,0,Yes,16,Month-to-month,Fiber optic,No,106.82,1715.53,4,Electronic check,Yes,1
US-1414,0,No,40,Month-to-month,DSL,Yes,65.5,2627.47,0,Credit card,No,0
US-1415,0,No,2,One year,DSL,Yes,50.51,101.67,1,Bank transfer,Yes,1
US-1416,0,Yes,41,Two year,DSL,Yes,69.63,2864.14,1,Electronic check,Yes,0
US-1417,0,Yes,12,Month-to-month,DSL,No,57.87,688.08,2,Bank transfer,No,1
US-1418,0,No,35,One year,Fiber optic,No,78.5,2780.87,1,Bank transfer,Yes,1
US-1419,0,No,65,Month-to-month,DSL,Yes,53.45,3496.53,4,Bank transfer,Yes,0
US-1420,0,Yes,55,One year,Fiber optic,Yes,82.04,4523.64,0,Electronic check,Yes,0
US-1421,0,No,45,Two year,No,No,24.23,1061.23,0,Mailed check,Yes,0
US-1422,1,Yes,62,Month-to-month,Fiber optic,No,80.55,5003.19,3,Electronic check,No,1
US-1423,0,Yes,49,Month-to-month,No,No,19.48,949.47,1,Credit card,Yes,0
US-1424,1,No,25,Two year,Fiber optic,No,75.57,1874.57,0,Bank transfer,No,0
US-1425,0,No,23,Two year,Fiber optic,Yes,96.25,2208.32,1,Mailed check,Yes,0
US-1426,0,Yes,24,One year,No,No,26.82,630.66,1,Electronic check,Yes,1
US-1427,0,No,38,Month-to-month,DSL,No,54.65,2084.3,3,Electronic check,Yes,0
US-1428,0,No,28,Month-to-month,No,No,18.42,540.0,4,Electronic check,No,1
US-1429,1,No,21,Month-to-month,DSL,No,48.82,1037.61,3,Credit card,Yes,1
US-1430,1,No,54,Two year,Fiber optic,Yes,111.16,6044.08,0,Electronic check,No,0
US-1431,0,No,18,One year,DSL,No,59.81,1053.28,1,Electronic check,Yes,1
US-1432,0,No,36,Month-to-month,Fiber optic,Yes,90.41,3247.17,2,Credit card,No,0
US-1433,1,No,45,Month-to-month,Fiber optic,No,71.71,3212.8,1,Mailed check,No,1
US-1434,1,Yes,53,Month-to-month,Fiber optic,No,102.79,5466.31,0,Bank transfer,No,0
US-1435,0,Yes,30,Month-to-month,Fiber optic,No,93.76,2809.49,3,Electronic check,No,1
US-1436,1,Yes,60,Month-to-month,Fiber optic,No,79.09,4748.24,2,Mailed check,No,0
US-1437,0,No,32,Month-to-month,DSL,Yes,48.3,1555.11,0,Electronic check,No,0
US-1438,0,Yes,67,Month-to-month,DSL,No,56.5,3763.68,5,Bank transfer,Yes,0
US-1439,1,No,67,Month-to-month,No,No,28.05,1870.03,3,Electronic check,Yes,0
US-1440,1,No,28,Month-to-month,Fiber optic,No,108.94,3065.28,2,Mailed check,No,1
US-1441,0,Yes,44,Month-to-month,No,No,25.23,1101.9,1,Bank transfer,Yes,0
US-1442,0,No,41,Month-to-month,No,No,26.73,1070.23,4,Mailed check,Yes,0
US-1443,0,Yes,63,Month-to-month,Fiber optic,No,75.18,4722.81,0,Mailed check,Yes,0
US-1444,0,No,23,Month-to-month,Fiber optic,No,96.47,2214.52,1,Electronic check,Yes,1
US-1445,0,Yes,48,Month-to-month,DSL,No,65.01,3122.98,1,Electronic check,No,0
US-1446,0,No,32,Month-to-month,DSL,No,51.02,1631.58,3,Bank transfer,Yes,1
US-1447,0,No,57,Two year,DSL,Yes,71.4,4060.59,0,Bank transfer,No,0
US-1448,0,No,33,Two year,Fiber optic,No,78.77,2613.5,1,Credit card,No,0
US-1449,1,No,24,One year,Fiber optic,No,84.11,2016.7,1,Bank transfer,No,0
US-1450,0,No,39,Month-to-month,Fiber optic,No,97.93,3822.41,3,Mailed check,Yes,0
US-1451,0,No,34,Two year,Fiber optic,No,98.73,3348.41,3,Credit card,Yes,0
US-1452,0,No,56,One year,Fiber optic,Yes,101.47,5704.95,0,Electronic check,No,0
US-1453,0,No,28,Month-to-month,Fiber optic,Yes,75.04,2095.25,2,Mailed check,No,1
US-1454,1,Yes,37,Month-to-month,Fiber optic,No,108.23,4005.63,3,Electronic check,No,1
US-1455,0,No,7,Two year,DSL,No,60.99,442.45,4,Electronic check,Yes,1
US-1456,1,No,68,Month-to-month,DSL,Yes,59.14,4025.72,0,Bank transfer,Yes,0
US-1457,0,No,37,Month-to-month,Fiber optic,No,114.15,4227.38,3,Mailed check,No,1
US-1458,1,Yes,56,One year,Fiber optic,Yes,103.32,5756.32,1,Mailed check,Yes,0
US-1459,1,No,65,Two year,Fiber optic,No,75.31,4905.36,1,Mailed check,No,0
US-1460,1,Yes,65,Month-to-month,DSL,No,67.7,4401.33,4,Mailed check,No,0
US-1461,0,No,47,Month-to-month,Fiber optic,Yes,74.29,3499.75,4,Electronic check,No,0
US-1462,0,Yes,20,Month-to-month,DSL,Yes,45.82,919.15,2,Bank transfer,Yes,0
US-1463,0,No,19,One year,DSL,Yes,57.11,1076.7,2,Mailed check,Yes,1
US-1464,0,No,29,Month-to-month,Fiber optic,No,114.71,3340.0,1,Credit card,No,0
US-1465,0,Yes,60,Month-to-month,Fiber optic,Yes,77.87,4675.17,0,Electronic check,No,0
US-1466,0,No,18,Two year,Fiber optic,Yes,100.27,1785.52,0,Electronic check,No,0
US-1467,0,Yes,35,Month-to-month,No,No,20.08,722.43,1,Bank transfer,No,0
US-1468,0,No,43,One year,Fiber optic,No,102.62,4391.2,3,Credit card,No,0
US-1469,0,No,11,Month-to-month,Fiber optic,No,92.74,1033.65,2,Mailed check,No,1
US-1470,1,No,49,Month-to-month,DSL,No,65.4,3226.9,1,Bank transfer,Yes,1
US-1471,0,No,38,One year,Fiber optic,No,79.13,2990.35,2,Credit card,Yes,0
US-1472,1,No,64,Month-to-month,Fiber optic,Yes,103.55,6625.36,1,Credit card,Yes,1
US-1473,0,Yes,69,Month-to-month,Fiber optic,No,114.8,7917.96,3,Bank transfer,Yes,0
US-1474,0,Yes,8,Month-to-month,Fiber optic,No,99.95,797.04,0,Bank transfer,Yes,1
US-1475,0,No,34,One year,DSL,No,59.8,2060.65,2,Electronic check,Yes,0
US-1476,1,No,48,Two year,Fiber optic,Yes,111.54,5337.5,0,Credit card,No,0
US-1477,0,No,56,Two year,No,No,18.19,1014.04,1,Mailed check,Yes,0
US-1478,0,No,65,Month-to-month,No,No,26.76,1761.95,5,Credit card,Yes,1
US-1479,0,Yes,31,Month-to-month,Fiber optic,No,109.99,3404.85,3,Electronic check,Yes,1
US-1480,0,No,4,Month-to-month,Fiber optic,No,72.78,277.08,3,Mailed check,No,1
US-1481,0,Yes,50,Two year,Fiber optic,No,90.25,4516.45,2,Mailed check,Yes,0
US-1482,0,No,69,Month-to-month,Fiber optic,Yes,79.21,5477.57,1,Mailed check,Yes,0
US-1483,0,Yes,30,Two year,DSL,Yes,62.0,1854.11,1,Electronic check,Yes,0
US-1484,0,Yes,59,Month-to-month,Fiber optic,Yes,99.23,5862.89,1,Mailed check,No,1
US-1485,0,Yes,67,Two year,Fiber optic,Yes,83.62,5581.89,0,Bank transfer,No,0
US-1486,1,Yes,45,Two year,No,No,23.52,1038.58,1,Bank transfer,No,0
US-1487,0,No,4,Two year,Fiber optic,No,82.57,323.68,1,Electronic check,Yes,0
US-1488,0,Yes,26,Month-to-month,Fiber optic,Yes,86.62,2260.97,2,Bank transfer,No,1
US-1489,0,Yes,27,Month-to-month,Fiber optic,No,77.18,2095.28,3,Electronic check,Yes,1
US-1490,0,Yes,46,Month-to-month,Fiber optic,Yes,109.85,5035.37,1,Electronic check,Yes,0
US-1491,0,Yes,64,Month-to-month,Fiber optic,Yes,70.45,4519.67,1,Bank transfer,Yes,0
US-1492,0,Yes,51,Month-to-month,DSL,No,71.47,3647.47,1,Credit card,Yes,0
US-1493,1,Yes,50,Month-to-month,Fiber optic,Yes,95.73,4773.31,2,Mailed check,No,0
US-1494,0,No,6,Month-to-month,No,No,21.98,111.87,2,Mailed check,Yes,1
US-1495,0,No,59,One year,Fiber optic,No,102.54,6053.31,1,Electronic check,Yes,0
US-1496,0,No,15,One year,DSL,No,60.23,922.79,0,Mailed check,Yes,0
US-1497,1,No,30,Month-to-month,Fiber optic,Yes,92.46,2774.33,1,Electronic check,Yes,1
US-1498,0,Yes,42,Two year,No,No,19.32,797.42,2,Credit card,No,0
US-1499,0,No,37,Month-to-month,DSL,Yes,56.69,2069.51,3,Credit card,No,1
US-1500,0,No,42,Month-to-month,Fiber optic,Yes,80.85,3418.64,0,Bank transfer,No,0
US-1501,0,No,35,Month-to-month,No,No,18.19,652.28,1,Mailed check,Yes,0
US-1502,0,Yes,6,Two year,Fiber optic,Yes,86.2,521.73,0,Bank transfer,Yes,0
US-1503,0,Yes,68,Month-to-month,No,No,19.08,1319.61,3,Mailed check,Yes,0
US-1504,0,Yes,18,Month-to-month,Fiber optic,Yes,81.56,1471.44,2,Electronic check,No,1
US-1505,1,Yes,29,One year,Fiber optic,Yes,74.16,2142.67,0,Electronic check,No,0
US-1506,0,No,59,Month-to-month,Fiber optic,Yes,74.54,4406.19,2,Bank transfer,No,0
US-1507,0,No,47,One year,DSL,No,50.97,2383.14,0,Credit card,Yes,0
US-1508,0,No,17,Two year,DSL,No,75.0,1260.07,2,Electronic check,Yes,0
US-1509,0,No,22,Two year,Fiber optic,No,70.1,1553.77,1,Electronic check,Yes,0
US-1510,0,No,68,Month-to-month,DSL,Yes,64.16,4375.72,1,Mailed check,No,0
US-1511,0,No,69,Month-to-month,Fiber optic,Yes,76.36,5249.73,2,Credit card,No,0
US-1512,0,No,37,Month-to-month,No,No,29.05,1056.3,2,Electronic check,No,1
US-1513,0,Yes,49,Month-to-month,No,No,19.12,930.2,1,Electronic check,No,0
US-1514,1,Yes,13,Month-to-month,Fiber optic,No,112.98,1458.07,2,Bank transfer,Yes,1
US-1515,1,Yes,34,Month-to-month,No,No,25.33,868.37,3,Mailed check,Yes,0
US-1516,0,No,53,Two year,Fiber optic,No,70.06,3713.9,0,Electronic check,Yes,0
US-1517,0,No,51,Two year,Fiber optic,No,110.23,5639.2,2,Electronic check,Yes,0
US-1518,0,Yes,3,Month-to-month,DSL,Yes,60.65,186.71,1,Bank transfer,Yes,0
US-1519,1,No,42,Month-to-month,Fiber optic,No,81.82,3426.77,3,Mailed check,No,1
US-1520,0,Yes,32,Month-to-month,Fiber optic,No,104.53,3316.59,2,Credit card,No,0
US-1521,0,No,51,Month-to-month,Fiber optic,Yes,111.7,5699.39,0,Bank transfer,Yes,0
US-1522,0,Yes,46,One year,Fiber optic,No,91.77,4195.77,1,Electronic check,Yes,0
US-1523,0,Yes,21,One year,DSL,No,54.47,1134.02,0,Mailed check,Yes,0
US-1524,0,No,44,Two year,Fiber optic,Yes,105.5,4631.17,1,Mailed check,No,0
US-1525,0,Yes,11,One year,No,No,26.18,280.35,1,Electronic check,Yes,0
US-1526,0,Yes,68,Month-to-month,Fiber optic,Yes,109.99,7459.58,0,Credit card,Yes,1
US-1527,0,Yes,1,One year,No,No,26.31,18.0,1,Credit card,No,1
US-1528,1,No,63,Month-to-month,No,No,20.92,1335.15,2,Electronic check,Yes,0
US-1529,0,No,24,One year,No,No,29.18,717.47,0,Electronic check,Yes,0
US-1530,0,Yes,13,Month-to-month,No,No,19.26,273.37,1,Electronic check,No,0
US-1531,0,No,11,Month-to-month,No,No,21.22,233.57,3,Electronic check,No,1
US-1532,0,No,51,Month-to-month,Fiber optic,No,93.41,4767.98,3,Mailed check,No,1
US-1533,0,Yes,17,Month-to-month,DSL,No,61.97,1070.9,3,Mailed check,Yes,1
US-1534,0,Yes,24,Two year,Fiber optic,Yes,70.69,1674.5,0,Credit card,Yes,0
US-1535,0,Yes,19,Month-to-month,Fiber optic,Yes,105.13,2009.55,2,Electronic check,No,1
US-1536,0,Yes,37,Month-to-month,DSL,Yes,55.85,2085.99,0,Mailed check,Yes,0
US-1537,0,No,8,Month-to-month,DSL,No,57.19,444.19,4,Credit card,No,1
US-1538,0,Yes,28,One year,No,No,27.71,796.62,0,Mailed check,No,0
US-1539,1,No,5,Month-to-month,No,No,22.55,143.62,3,Electronic check,No,1
US-1540,0,No,17,Two year,No,No,18.57,327.36,3,Electronic check,Yes,0
US-1541,0,Yes,36,Two year,Fiber optic,Yes,77.94,2814.76,2,Electronic check,Yes,0
US-1542,0,No,19,One year,DSL,No,73.68,1383.12,5,Credit card,Yes,1
US-1543,0,Yes,64,One year,DSL,Yes,47.11,3031.08,0,Credit card,No,0
US-1544,0,No,11,Month-to-month,DSL,Yes,55.65,596.77,3,Credit card,Yes,1
US-1545,0,No,54,Month-to-month,DSL,No,60.1,3250.95,3,Credit card,Yes,0
US-1546,1,No,45,Two year,DSL,No,59.8,2698.07,0,Electronic check,Yes,0
US-1547,0,No,47,Month-to-month,No,No,18.05,798.91,1,Credit card,Yes,0
US-1548,0,Yes,12,Month-to-month,Fiber optic,No,92.55,1116.69,0,Credit card,Yes,1
US-1549,0,No,21,One year,DSL,No,56.51,1226.03,1,Electronic check,Yes,0
US-1550,0,No,11,Month-to-month,DSL,No,74.16,784.38,1,Electronic check,No,1
US-1551,0,No,5,Two year,Fiber optic,Yes,77.16,384.99,0,Mailed check,Yes,1
US-1552,0,No,56,Month-to-month,DSL,No,55.62,3085.51,4,Electronic check,Yes,1
US-1553,0,No,20,Two year,No,No,23.03,447.19,1,Electronic check,No,0
US-1554,0,Yes,41,Month-to-month,Fiber optic,Yes,87.58,3561.83,3,Credit card,No,1
US-1555,0,Yes,46,Two year,Fiber optic,No,99.96,4600.55,2,Credit card,Yes,0
US-1556,1,No,12,Month-to-month,Fiber optic,No,79.7,968.3,2,Electronic check,Yes,1
US-1557,1,Yes,70,Month-to-month,DSL,Yes,51.63,3620.25,2,Mailed check,No,0
US-1558,0,No,17,Two year,Fiber optic,No,102.81,1733.82,2,Credit card,Yes,0
US-1559,0,No,19,Month-to-month,Fiber optic,Yes,92.51,1748.55,2,Bank transfer,Yes,1
US-1560,0,Yes,26,Month-to-month,Fiber optic,Yes,88.68,2309.76,2,Electronic check,Yes,0
US-1561,0,Yes,48,Month-to-month,DSL,No,50.08,2390.36,2,Bank transfer,Yes,1
US-1562,1,No,52,One year,Fiber optic,Yes,78.44,4058.95,0,Credit card,Yes,0
US-1563,1,Yes,70,Month-to-month,Fiber optic,No,70.47,4929.31,4,Credit card,No,0
US-1564,0,No,55,Two year,No,No,19.1,1036.33,1,Electronic check,No,0
US-1565,0,Yes,33,Month-to-month,Fiber optic,Yes,95.06,3143.15,2,Electronic check,Yes,1
US-1566,0,No,62,Month-to-month,Fiber optic,Yes,110.13,6847.54,1,Credit card,Yes,0
US-1567,0,Yes,23,Two year,Fiber optic,Yes,82.92,1946.12,0,Electronic check,No,0
US-1568,0,No,15,One year,Fiber optic,Yes,84.75,1276.32,0,Bank transfer,Yes,0
US-1569,0,No,27,Two year,Fiber optic,No,75.2,2040.09,1,Electronic check,Yes,0
US-1570,0,No,64,Two year,Fiber optic,No,87.49,5590.37,2,Electronic check,No,0
US-1571,0,Yes,51,Month-to-month,Fiber optic,No,71.67,3647.11,2,Mailed check,No,0
US-1572,0,No,53,Month-to-month,No,No,29.01,1556.79,1,Electronic check,Yes,1
US-1573,0,No,51,Month-to-month,Fiber optic,No,100.29,5110.65,1,Credit card,No,0
US-1574,0,Yes,47,One year,No,No,29.89,1405.92,0,Electronic check,Yes,0
US-1575,0,Yes,4,Two year,Fiber optic,Yes,109.73,457.26,1,Credit card,Yes,1
US-1576,1,Yes,7,Month-to-month,No,No,23.68,161.73,2,Credit card,Yes,1
US-1577,0,No,35,Month-to-month,No,No,24.24,870.91,2,Electronic check,No,1
US-1578,0,No,48,Month-to-month,Fiber optic,No,78.58,3780.44,5,Bank transfer,No,1
US-1579,0,No,72,Two year,No,No,23.54,1701.71,0,Electronic check,No,0
US-1580,0,Yes,45,Month-to-month,DSL,Yes,72.09,3234.33,0,Bank transfer,Yes,0
US-1581,0,Yes,72,Month-to-month,No,No,18.61,1347.56,3,Mailed check,Yes,1
US-1582,0,No,19,Month-to-month,Fiber optic,Yes,108.86,2061.9,3,Electronic check,Yes,1
US-1583,0,No,63,Two year,DSL,No,55.23,3486.53,0,Mailed check,Yes,0
US-1584,0,No,38,One year,Fiber optic,Yes,110.48,4196.71,0,Bank transfer,Yes,1
US-1585,0,Yes,67,One year,No,No,29.29,1976.93,1,Credit card,No,0
US-1586,1,No,59,Month-to-month,DSL,Yes,65.13,3842.19,1,Electronic check,No,0
